shelf,flat,col,row,acs,trt,days,date,hyp,int1,int2,int3,int4,petleng,leafleng,leafwid,leafnum,ndvi,lat,lon,alt,species,who
U,35,E,3,LA2884,L,28,5/5/08,26.26,6.74,2.23,11.72,11.18,23.33,45.86,48.9,6,108,-23.6833,-68.0667,2390,S. chilense,Pepe
U,35,F,3,LA1306,L,28,5/5/08,25.15,3.39,0.78,14.59,14.32,27.82,34.82,44.17,5,130,-12.95,-74.0167,3340,S. chmielewskii,Pepe
U,35,G,3,LA2663,L,28,5/5/08,28.2,1.3,2.07,3.57,0.89,9.95,14.77,18.71,4,137,-13.7333,-71.9833,3110,S. chmielewskii,Pepe
U,35,H,3,LA1363,L,28,5/5/08,28.69,3.52,8.2,6.87,3.83,14.38,37.47,46.88,5,121,-10.1417,-77.3833,3140,S. habrochaites,Pepe
U,35,I,3,LA2167,L,28,5/5/08,24.9,1.94,4.32,6.53,6.02,12.37,37.26,39.88,5,124,-7.18,-78.52,1340,S. habrochaites,Pepe
U,35,A,4,LA1474,L,28,5/5/08,51.24,3.7,7.86,2.14,3.76,17.46,34.54,28.88,5,113,-16.6072,-72.6964,27,S. peruvianum,Pepe
U,35,C,4,LA1954,L,28,5/5/08,46.28,10.36,9.16,11.06,10.37,21.63,35.88,43.68,6,107,-17.0167,-72.0833,0,S. peruvianum,Pepe
U,35,E,4,LA2891,L,28,5/5/08,32.01,2.59,0.36,3.63,3.91,9.89,28.73,32.08,5,107,-25.4,-70.4,660,S. chilense,Pepe
U,35,F,4,LA1316,L,28,5/5/08,28.42,0.68,2.04,1.1,,9.46,19.38,21.91,4,135,-13.3925,-73.915,3100,S. chmielewskii,Pepe
U,35,G,4,LA2695,L,28,5/5/08,35.96,3.4,8.78,4.2,,10.02,32.44,32.17,4,128,-14.1525,-71.3886,3480,S. chmielewskii,Pepe
U,35,H,4,LA2695,L,28,5/5/08,26.15,3.6,9.27,8.82,3.98,16.56,42.47,42,4,128,-14.1525,-71.3886,3480,S. chmielewskii,Pepe
X,36,B,1,LA1361,H,28,5/5/08,16.9,0.8,2.89,6.77,4.59,8.7,35.58,33.67,5,111,-9.55,-77.8917,1340,S. habrochaites,Pepe
X,36,D,1,LA1973,H,28,5/5/08,20.73,1.09,0.82,0.65,,6.35,19.26,18.77,3,110,-16.2333,-71.7,2585,S. peruvianum,Pepe
X,36,F,1,LA2931,H,28,5/5/08,27.43,2.16,8.53,8.7,4.08,17.72,39.79,45.34,4,106,-20.9167,-69.0667,2460,S. chilense,Pepe
X,36,I,1,LA2204,H,28,5/5/08,28.44,5.94,0.77,8.92,7.7,18.77,30.61,45.46,5,128,-5.7667,-77.8667,2160,S. habrochaites,Pepe
X,36,A,2,LA2167,H,28,5/5/08,30,1.71,3,4.16,4.46,12.42,49.9,51.83,6,124,-7.18,-78.52,1340,S. habrochaites,Pepe
X,36,B,2,LA3788,H,28,5/5/08,19.7,0.62,0.74,0.9,0.43,8.03,23.08,24.92,4,112,-16.1383,-73.6428,480,S. pennellii,Pepe
X,36,C,2,LA1336,H,28,5/5/08,35.19,3.43,2.64,5.93,5.27,16.86,33.21,43.2,6,107,-16.2094,-73.6222,75,S. peruvianum,Pepe
X,36,D,2,LA3795,H,28,5/5/08,26.17,2.06,1.99,0.87,5.65,,21.63,16.77,4,123,-10.15,-77.35,3540,S. peruvianum,Pepe
X,36,E,2,LA2773,H,28,5/5/08,13.02,1.5,1.13,2.79,2.78,10.34,26.83,25.09,5,115,-18.2667,-69.5833,3260,S. chilense,Pepe
X,36,F,2,LA3788,H,28,5/5/08,23.39,5.47,7.44,9.95,4.74,21.52,45.31,50.9,4,112,-16.1383,-73.6428,480,S. pennellii,Pepe
X,36,H,2,LA1361,H,28,5/5/08,26.34,1.75,2.46,5.42,3.88,16.08,22.49,26.75,5,111,-9.55,-77.8917,1340,S. habrochaites,Pepe
X,36,A,3,LA1969,H,28,5/5/08,26.36,0.16,0.61,0.3,0.13,3.25,20.38,19.19,5,124,-17.5333,-70.0333,3015,S. chilense,Pepe
X,36,C,3,LA1474,H,28,5/5/08,34.95,2.87,2.58,5.27,4.28,16.87,40,55.34,6,113,-16.6072,-72.6964,27,S. peruvianum,Pepe
X,36,E,3,LA2884,H,28,5/5/08,26.32,1.35,0.44,3.46,2.11,9.06,37.37,39.86,5,108,-23.6833,-68.0667,2390,S. chilense,Pepe
X,36,F,3,LA1306,H,28,5/5/08,27.06,1.86,5.96,4.97,3,13.33,31.02,36.17,4,130,-12.95,-74.0167,3340,S. chmielewskii,Pepe
X,36,G,3,LA2663,H,28,5/5/08,26.03,1.42,4.27,5.35,3.97,16.12,40.15,48.18,5,137,-13.7333,-71.9833,3110,S. chmielewskii,Pepe
X,36,H,3,LA1363,H,28,5/5/08,30.61,3.87,4.44,4.49,2.9,15.32,31.76,40.3,4,121,-10.1417,-77.3833,3140,S. habrochaites,Pepe
X,36,I,3,LA2167,H,28,5/5/08,25.04,4.3,2.16,2.18,,13.94,16.96,22.22,5,124,-7.18,-78.52,1340,S. habrochaites,Pepe
X,36,A,4,LA1474,H,28,5/5/08,29.38,0.12,0.44,0.44,0.21,4.35,14.56,14.19,4,113,-16.6072,-72.6964,27,S. peruvianum,Pepe
X,36,D,4,LA1969,H,28,5/5/08,37,1.01,0.72,0.7,1.2,6.42,18.67,23.17,5,124,-17.5333,-70.0333,3015,S. chilense,Pepe
X,36,F,4,LA1316,H,28,5/5/08,26.59,2,5.17,6.06,3.01,16.48,30.8,30.52,4,135,-13.3925,-73.915,3100,S. chmielewskii,Pepe
X,36,G,4,LA2695,H,28,5/5/08,32.11,1.26,2.29,3.69,4.55,23.77,42.93,50.53,5,128,-14.1525,-71.3886,3480,S. chmielewskii,Pepe
X,36,H,4,LA2695,H,28,5/5/08,29,3.06,7.37,6.14,4.12,15.08,38.75,47.9,5,128,-14.1525,-71.3886,3480,S. chmielewskii,Pepe
X,36,I,4,LA2204,H,28,5/5/08,27.62,2.03,4.99,3.75,,10.25,22.97,26.65,4,128,-5.7667,-77.8667,2160,S. habrochaites,Pepe
